# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1413669	1414481	-							BCEN2424_RS06385	813		old_locus_tag=Bcen2424_1286
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1413669	1414481	-	WP_011545079.1	WP_011545079.1		class I SAM-dependent methyltransferase			BCEN2424_RS06385	813	270	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1414500	1415321	+					gloB		BCEN2424_RS06390	822		old_locus_tag=Bcen2424_1287
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1414500	1415321	+	WP_011545080.1	WP_011545080.1		hydroxyacylglutathione hydrolase	gloB		BCEN2424_RS06390	822	273	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1415473	1417050	+							BCEN2424_RS06395	1578		old_locus_tag=Bcen2424_1288
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1415473	1417050	+	WP_011694247.1	WP_011694247.1		transglycosylase SLT domain-containing protein			BCEN2424_RS06395	1578	525	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1417200	1418417	+							BCEN2424_RS06400	1218		old_locus_tag=Bcen2424_1289
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1417200	1418417	+	WP_011545082.1	WP_011545082.1		MFS transporter			BCEN2424_RS06400	1218	405	
gene	pseudogene	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1418504	1418701	+							BCEN2424_RS34885	198		partial;pseudo
CDS	without_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1418504	1418701	+				hypothetical protein			BCEN2424_RS34885	198		partial;pseudo
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1418784	1419929	+					carA		BCEN2424_RS06405	1146		old_locus_tag=Bcen2424_1290
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1418784	1419929	+	WP_041489184.1	WP_041489184.1		glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	carA		BCEN2424_RS06405	1146	381	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1419966	1420625	+					leuE		BCEN2424_RS06410	660		old_locus_tag=Bcen2424_1291
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1419966	1420625	+	WP_011545084.1	WP_011545084.1		leucine efflux protein LeuE	leuE		BCEN2424_RS06410	660	219	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1420675	1423929	+					carB		BCEN2424_RS06415	3255		old_locus_tag=Bcen2424_1292
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1420675	1423929	+	WP_011545085.1	WP_011545085.1		carbamoyl-phosphate synthase large subunit	carB		BCEN2424_RS06415	3255	1084	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1424048	1424524	+					greA		BCEN2424_RS06420	477		old_locus_tag=Bcen2424_1293
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1424048	1424524	+	WP_006476345.1	WP_006476345.1		transcription elongation factor GreA	greA		BCEN2424_RS06420	477	158	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1424539	1424997	+							BCEN2424_RS06425	459		old_locus_tag=Bcen2424_1294
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1424539	1424997	+	WP_006497614.1	WP_006497614.1		DUF4149 domain-containing protein			BCEN2424_RS06425	459	152	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1425066	1425590	-							BCEN2424_RS06430	525		old_locus_tag=Bcen2424_1295
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1425066	1425590	-	WP_011545086.1	WP_011545086.1		YhbY family RNA-binding protein			BCEN2424_RS06430	525	174	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1425784	1426446	+							BCEN2424_RS06435	663		old_locus_tag=Bcen2424_1296
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1425784	1426446	+	WP_006476343.1	WP_006476343.1		RlmE family RNA methyltransferase			BCEN2424_RS06435	663	220	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1426613	1428508	+							BCEN2424_RS06440	1896		old_locus_tag=Bcen2424_1297
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1426613	1428508	+	WP_011694248.1	WP_011694248.1		ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein			BCEN2424_RS06440	1896	631	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1428585	1429478	+					folP		BCEN2424_RS06445	894		old_locus_tag=Bcen2424_1298
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1428585	1429478	+	WP_041489295.1	WP_041489295.1		dihydropteroate synthase	folP		BCEN2424_RS06445	894	297	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1429510	1430865	+					glmM		BCEN2424_RS06450	1356		old_locus_tag=Bcen2424_1299
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1429510	1430865	+	WP_011545088.1	WP_011545088.1		phosphoglucosamine mutase	glmM		BCEN2424_RS06450	1356	451	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1431309	1432343	+					pstS		BCEN2424_RS06455	1035		old_locus_tag=Bcen2424_1300
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1431309	1432343	+	WP_006490565.1	WP_006490565.1		phosphate ABC transporter substrate-binding protein PstS	pstS		BCEN2424_RS06455	1035	344	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1432438	1433424	+					pstC		BCEN2424_RS06460	987		old_locus_tag=Bcen2424_1301
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1432438	1433424	+	WP_011545090.1	WP_011545090.1		phosphate ABC transporter permease PstC	pstC		BCEN2424_RS06460	987	328	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1433421	1434314	+					pstA		BCEN2424_RS06465	894		old_locus_tag=Bcen2424_1302
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1433421	1434314	+	WP_011545091.1	WP_011545091.1		phosphate ABC transporter permease PstA	pstA		BCEN2424_RS06465	894	297	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1434330	1435178	+					pstB		BCEN2424_RS06470	849		old_locus_tag=Bcen2424_1303
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1434330	1435178	+	WP_006490515.1	WP_006490515.1		phosphate ABC transporter ATP-binding protein PstB	pstB		BCEN2424_RS06470	849	282	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1435197	1435901	+					phoU		BCEN2424_RS06475	705		old_locus_tag=Bcen2424_1304
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1435197	1435901	+	WP_006476334.1	WP_006476334.1		phosphate signaling complex protein PhoU	phoU		BCEN2424_RS06475	705	234	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1435931	1436632	+					phoB		BCEN2424_RS06480	702		old_locus_tag=Bcen2424_1305
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1435931	1436632	+	WP_006750313.1	WP_006750313.1		phosphate regulon transcriptional regulatory protein PhoB	phoB		BCEN2424_RS06480	702	233	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1436690	1438009	+					phoR		BCEN2424_RS06485	1320		old_locus_tag=Bcen2424_1306
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1436690	1438009	+	WP_006476332.1	WP_006476332.1		phosphate regulon sensor histidine kinase PhoR	phoR		BCEN2424_RS06485	1320	439	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1438103	1440166	-					ppk1		BCEN2424_RS06490	2064		old_locus_tag=Bcen2424_1307
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1438103	1440166	-	WP_006476331.1	WP_006476331.1		polyphosphate kinase 1	ppk1		BCEN2424_RS06490	2064	687	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1440449	1441963	+					ppx		BCEN2424_RS06495	1515		old_locus_tag=Bcen2424_1308
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1440449	1441963	+	WP_011545094.1	WP_011545094.1		exopolyphosphatase	ppx		BCEN2424_RS06495	1515	504	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1442089	1442526	-							BCEN2424_RS06500	438		old_locus_tag=Bcen2424_1309
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1442089	1442526	-	WP_011545095.1	WP_011545095.1		hypothetical protein			BCEN2424_RS06500	438	145	
gene	tRNA	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1442747	1442823	-							BCEN2424_RS06505	77		old_locus_tag=Bcen2424_R0037
tRNA		GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1442747	1442823	-				tRNA-Pro			BCEN2424_RS06505	77		anticodon=TGG
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1442985	1443446	+					sixA		BCEN2424_RS06510	462		old_locus_tag=Bcen2424_1310
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1442985	1443446	+	WP_011545096.1	WP_011545096.1		phosphohistidine phosphatase SixA	sixA		BCEN2424_RS06510	462	153	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1443498	1443617	+							BCEN2424_RS36840	120		
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1443498	1443617	+	WP_124467117.1	WP_124467117.1		hypothetical protein			BCEN2424_RS36840	120	39	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1443617	1444423	+							BCEN2424_RS06515	807		old_locus_tag=Bcen2424_1311
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1443617	1444423	+	WP_011694249.1	WP_011694249.1		GNAT family N-acetyltransferase			BCEN2424_RS06515	807	268	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1444628	1444798	-							BCEN2424_RS36845	171		old_locus_tag=Bcen2424_1312
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1444628	1444798	-	WP_006476323.1	WP_006476323.1		hypothetical protein			BCEN2424_RS36845	171	56	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1444935	1445117	+							BCEN2424_RS06520	183		old_locus_tag=Bcen2424_1313
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1444935	1445117	+	WP_011545098.1	WP_011545098.1		hypothetical protein			BCEN2424_RS06520	183	60	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1445137	1446516	-							BCEN2424_RS06525	1380		old_locus_tag=Bcen2424_1314
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1445137	1446516	-	WP_011694250.1	WP_011694250.1		MATE family efflux transporter			BCEN2424_RS06525	1380	459	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1446527	1446847	-							BCEN2424_RS06530	321		old_locus_tag=Bcen2424_1315
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1446527	1446847	-	WP_012328256.1	WP_012328256.1		DUF2288 domain-containing protein			BCEN2424_RS06530	321	106	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1446920	1448539	-							BCEN2424_RS06535	1620		old_locus_tag=Bcen2424_1316
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1446920	1448539	-	WP_011545100.1	WP_011545100.1		AMP-binding protein			BCEN2424_RS06535	1620	539	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1448907	1449608	-							BCEN2424_RS06540	702		old_locus_tag=Bcen2424_1317
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1448907	1449608	-	WP_006476318.1	WP_006476318.1		peptidoglycan DD-metalloendopeptidase family protein			BCEN2424_RS06540	702	233	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1449740	1450651	-							BCEN2424_RS06545	912		old_locus_tag=Bcen2424_1318
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1449740	1450651	-	WP_011545101.1	WP_011545101.1		aldose 1-epimerase			BCEN2424_RS06545	912	303	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1451131	1451961	+							BCEN2424_RS06550	831		old_locus_tag=Bcen2424_1319
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1451131	1451961	+	WP_011545102.1	WP_011545102.1		undecaprenyl-diphosphate phosphatase			BCEN2424_RS06550	831	276	
gene	tRNA	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1452122	1452198	+							BCEN2424_RS06555	77		old_locus_tag=Bcen2424_R0038
tRNA		GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1452122	1452198	+				tRNA-Arg			BCEN2424_RS06555	77		anticodon=TCT
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1452282	1452746	-							BCEN2424_RS06560	465		old_locus_tag=Bcen2424_1320
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1452282	1452746	-	WP_011545103.1	WP_011545103.1		phage terminase small subunit P27 family			BCEN2424_RS06560	465	154	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1453012	1454283	-							BCEN2424_RS34895	1272		old_locus_tag=Bcen2424_1321
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1453012	1454283	-	WP_011545104.1	WP_011545104.1		RelA/SpoT domain-containing protein			BCEN2424_RS34895	1272	423	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1455267	1455962	-							BCEN2424_RS06570	696		old_locus_tag=Bcen2424_1322
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1455267	1455962	-	WP_011545105.1	WP_011545105.1		hypothetical protein			BCEN2424_RS06570	696	231	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1456261	1457841	-							BCEN2424_RS06575	1581		old_locus_tag=Bcen2424_1323
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1456261	1457841	-	WP_011545106.1	WP_011545106.1		hypothetical protein			BCEN2424_RS06575	1581	526	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1457838	1458173	-							BCEN2424_RS06580	336		old_locus_tag=Bcen2424_1324
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1457838	1458173	-	WP_011545107.1	WP_011545107.1		molecular chaperone			BCEN2424_RS06580	336	111	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1458237	1458464	-							BCEN2424_RS34900	228		old_locus_tag=Bcen2424_1325
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1458237	1458464	-	WP_011545108.1	WP_011545108.1		hypothetical protein			BCEN2424_RS34900	228	75	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1458842	1460215	-							BCEN2424_RS06585	1374		old_locus_tag=Bcen2424_1326
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1458842	1460215	-	WP_011545109.1	WP_011545109.1		integrase family protein			BCEN2424_RS06585	1374	457	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1460487	1462304	-					glmS		BCEN2424_RS06590	1818		old_locus_tag=Bcen2424_1327
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1460487	1462304	-	WP_011545110.1	WP_011545110.1		glutamine--fructose-6-phosphate transaminase (isomerizing)	glmS		BCEN2424_RS06590	1818	605	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1462354	1463442	-							BCEN2424_RS06595	1089		old_locus_tag=Bcen2424_1328
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1462354	1463442	-	WP_011545111.1	WP_011545111.1		hypothetical protein			BCEN2424_RS06595	1089	362	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1463535	1465673	-							BCEN2424_RS06600	2139		old_locus_tag=Bcen2424_1329
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1463535	1465673	-	WP_011545112.1	WP_011545112.1		membrane protein			BCEN2424_RS06600	2139	712	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1466008	1466778	-							BCEN2424_RS06605	771		old_locus_tag=Bcen2424_1330
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1466008	1466778	-	WP_011545113.1	WP_011545113.1		hypothetical protein			BCEN2424_RS06605	771	256	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1466792	1467805	-					yaiO		BCEN2424_RS06610	1014		old_locus_tag=Bcen2424_1331
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1466792	1467805	-	WP_011545114.1	WP_011545114.1		YaiO family outer membrane beta-barrel protein	yaiO		BCEN2424_RS06610	1014	337	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1467816	1468811	-							BCEN2424_RS06615	996		old_locus_tag=Bcen2424_1332
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1467816	1468811	-	WP_011545115.1	WP_011545115.1		polymer-forming cytoskeletal protein			BCEN2424_RS06615	996	331	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1468815	1470377	-							BCEN2424_RS06620	1563		old_locus_tag=Bcen2424_1333
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1468815	1470377	-	WP_011545116.1	WP_011545116.1		glycosyltransferase family 2 protein			BCEN2424_RS06620	1563	520	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1471556	1472773	+					wecB		BCEN2424_RS06625	1218		old_locus_tag=Bcen2424_1335
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1471556	1472773	+	WP_011545118.1	WP_011545118.1		UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	wecB		BCEN2424_RS06625	1218	405	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1473091	1474089	+							BCEN2424_RS06630	999		old_locus_tag=Bcen2424_1337
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1473091	1474089	+	WP_166488156.1	WP_166488156.1		alcohol dehydrogenase catalytic domain-containing protein			BCEN2424_RS06630	999	332	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1474424	1474885	+							BCEN2424_RS06635	462		old_locus_tag=Bcen2424_1338
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1474424	1474885	+	WP_011545121.1	WP_011545121.1		(2Fe-2S)-binding protein			BCEN2424_RS06635	462	153	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1474882	1477206	+							BCEN2424_RS06640	2325		old_locus_tag=Bcen2424_1339
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1474882	1477206	+	WP_011545122.1	WP_011545122.1		xanthine dehydrogenase family protein molybdopterin-binding subunit			BCEN2424_RS06640	2325	774	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1477279	1478046	+							BCEN2424_RS06645	768		old_locus_tag=Bcen2424_1340
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1477279	1478046	+	WP_011545123.1	WP_011545123.1		class II aldolase/adducin family protein			BCEN2424_RS06645	768	255	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1478156	1479985	+							BCEN2424_RS06650	1830		old_locus_tag=Bcen2424_1341
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1478156	1479985	+	WP_011545124.1	WP_011545124.1		acyl-CoA dehydrogenase			BCEN2424_RS06650	1830	609	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1480127	1481107	+							BCEN2424_RS06655	981		old_locus_tag=Bcen2424_1342
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1480127	1481107	+	WP_011545125.1	WP_011545125.1		NADPH:quinone oxidoreductase family protein			BCEN2424_RS06655	981	326	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1481268	1481876	-							BCEN2424_RS06660	609		old_locus_tag=Bcen2424_1343
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1481268	1481876	-	WP_011545126.1	WP_011545126.1		PadR family transcriptional regulator			BCEN2424_RS06660	609	202	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1481986	1484010	+							BCEN2424_RS06665	2025		old_locus_tag=Bcen2424_1344
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1481986	1484010	+	WP_011545127.1	WP_011545127.1		NADPH-dependent 2,4-dienoyl-CoA reductase			BCEN2424_RS06665	2025	674	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1484058	1484498	+							BCEN2424_RS06670	441		old_locus_tag=Bcen2424_1345
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1484058	1484498	+	WP_011545128.1	WP_011545128.1		nuclear transport factor 2 family protein			BCEN2424_RS06670	441	146	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1484926	1487016	+							BCEN2424_RS06680	2091		old_locus_tag=Bcen2424_1347
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1484926	1487016	+	WP_011545130.1	WP_011545130.1		TonB-dependent siderophore receptor			BCEN2424_RS06680	2091	696	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1487028	1487813	+							BCEN2424_RS06685	786		old_locus_tag=Bcen2424_1348
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1487028	1487813	+	WP_011545131.1	WP_011545131.1		ABC transporter ATP-binding protein			BCEN2424_RS06685	786	261	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1487810	1488802	+							BCEN2424_RS06690	993		old_locus_tag=Bcen2424_1349
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1487810	1488802	+	WP_011545132.1	WP_011545132.1		ABC transporter substrate-binding protein			BCEN2424_RS06690	993	330	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1488799	1489839	+							BCEN2424_RS06695	1041		old_locus_tag=Bcen2424_1350
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1488799	1489839	+	WP_011545133.1	WP_011545133.1		iron ABC transporter permease			BCEN2424_RS06695	1041	346	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1489886	1491271	-							BCEN2424_RS06700	1386		old_locus_tag=Bcen2424_1351
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1489886	1491271	-	WP_011694270.1	WP_011694270.1		HAMP domain-containing protein			BCEN2424_RS06700	1386	461	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1491272	1491997	-							BCEN2424_RS06705	726		old_locus_tag=Bcen2424_1352
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1491272	1491997	-	WP_011545135.1	WP_011545135.1		response regulator			BCEN2424_RS06705	726	241	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1492243	1492989	+							BCEN2424_RS06710	747		old_locus_tag=Bcen2424_1353
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1492243	1492989	+	WP_011694253.1	WP_011694253.1		MipA/OmpV family protein			BCEN2424_RS06710	747	248	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1493223	1493558	+							BCEN2424_RS06715	336		old_locus_tag=Bcen2424_1354
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1493223	1493558	+	WP_011694254.1	WP_011694254.1		hypothetical protein			BCEN2424_RS06715	336	111	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1493696	1494922	-							BCEN2424_RS06720	1227		old_locus_tag=Bcen2424_1355
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1493696	1494922	-	WP_011694255.1	WP_011694255.1		transglycosylase SLT domain-containing protein			BCEN2424_RS06720	1227	408	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1495335	1496495	-							BCEN2424_RS06725	1161		old_locus_tag=Bcen2424_1357
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1495335	1496495	-	WP_011545139.1	WP_011545139.1		porin			BCEN2424_RS06725	1161	386	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1496990	1497499	+							BCEN2424_RS06730	510		old_locus_tag=Bcen2424_1359
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1496990	1497499	+	WP_011545141.1	WP_011545141.1		sigma-70 family RNA polymerase sigma factor			BCEN2424_RS06730	510	169	
gene	protein_coding	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1497503	1498495	+							BCEN2424_RS06735	993		old_locus_tag=Bcen2424_1360
CDS	with_protein	GCF_000203955.1	Primary Assembly	chromosome	1	NC_008542.1	1497503	1498495	+	WP_011545142.1	WP_011545142.1		DUF4880 domain-containing protein			BCEN2424_RS06735	993	330	
