# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1962718	1963785	-							Bcen2424_1766	1068		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1962718	1963785	-	ABK08517.1			asparagine synthase			Bcen2424_1766	1068	355	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1963782	1964660	-							Bcen2424_1767	879		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1963782	1964660	-	ABK08518.1			conserved hypothetical protein			Bcen2424_1767	879	292	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1964662	1965660	-							Bcen2424_1768	999		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1964662	1965660	-	ABK08519.1			aminoglycoside phosphotransferase			Bcen2424_1768	999	332	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1965661	1966410	-							Bcen2424_1769	750		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1965661	1966410	-	ABK08520.1			conserved hypothetical protein			Bcen2424_1769	750	249	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1966646	1968238	-							Bcen2424_1770	1593		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1966646	1968238	-	ABK08521.1			ABC transporter related protein			Bcen2424_1770	1593	530	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1968408	1968860	+							Bcen2424_1771	453		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1968408	1968860	+	ABK08522.1			conserved hypothetical protein			Bcen2424_1771	453	150	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1968958	1971255	-							Bcen2424_1772	2298		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1968958	1971255	-	ABK08523.1			AsmA family protein			Bcen2424_1772	2298	765	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1971408	1972109	+							Bcen2424_1773	702		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1971408	1972109	+	ABK08524.1			ABC transporter related protein			Bcen2424_1773	702	233	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1972106	1972909	+							Bcen2424_1774	804		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1972106	1972909	+	ABK08525.1			conserved hypothetical protein 245			Bcen2424_1774	804	267	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1973182	1973838	-							Bcen2424_1775	657		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1973182	1973838	-	ABK08526.1			conserved hypothetical protein			Bcen2424_1775	657	218	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1973891	1974907	-							Bcen2424_1776	1017		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1973891	1974907	-	ABK08527.1			Alcohol dehydrogenase, zinc-binding domain protein			Bcen2424_1776	1017	338	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1975033	1975983	+							Bcen2424_1777	951		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1975033	1975983	+	ABK08528.1			transcriptional regulator, LysR family			Bcen2424_1777	951	316	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1976047	1976997	+							Bcen2424_1778	951		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1976047	1976997	+	ABK08529.1			phosphoserine phosphatase			Bcen2424_1778	951	316	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1977085	1978266	-							Bcen2424_1779	1182		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1977085	1978266	-	ABK08530.1			cystathionine beta-lyase			Bcen2424_1779	1182	393	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1978381	1978923	-							Bcen2424_1780	543		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1978381	1978923	-	ABK08531.1			conserved hypothetical protein			Bcen2424_1780	543	180	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1979042	1979968	-							Bcen2424_1781	927		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1979042	1979968	-	ABK08532.1			PfkB domain protein			Bcen2424_1781	927	308	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1979972	1981333	-							Bcen2424_1782	1362		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1979972	1981333	-	ABK08533.1			SSU ribosomal protein S12P methylthiotransferase			Bcen2424_1782	1362	453	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1981892	1982155	+							Bcen2424_1783	264		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1981892	1982155	+	ABK08534.1			conserved hypothetical protein			Bcen2424_1783	264	87	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1982300	1982554	+							Bcen2424_1784	255		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1982300	1982554	+	ABK08535.1			conserved hypothetical protein			Bcen2424_1784	255	84	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1982639	1983172	-							Bcen2424_1785	534		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1982639	1983172	-	ABK08536.1			bifunctional deaminase-reductase domain protein			Bcen2424_1785	534	177	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1983289	1983612	-							Bcen2424_1786	324		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1983289	1983612	-	ABK08537.1			FAD dependent oxidoreductase			Bcen2424_1786	324	107	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1983821	1984663	-							Bcen2424_1787	843		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1983821	1984663	-	ABK08538.1			conserved hypothetical protein			Bcen2424_1787	843	280	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1985076	1985642	-							Bcen2424_1788	567		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1985076	1985642	-	ABK08539.1			polyhydroxyalkonate synthesis repressor, PhaR			Bcen2424_1788	567	188	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1985762	1986502	-							Bcen2424_1789	741		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1985762	1986502	-	ABK08540.1			3-oxoacyl-[acyl-carrier-protein] reductase			Bcen2424_1789	741	246	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1986637	1987818	-							Bcen2424_1790	1182		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1986637	1987818	-	ABK08541.1			acetyl-CoA acetyltransferase			Bcen2424_1790	1182	393	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1987918	1989783	-							Bcen2424_1791	1866		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1987918	1989783	-	ABK08542.1			poly(R)-hydroxyalkanoic acid synthase, class I			Bcen2424_1791	1866	621	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1990141	1990980	-							Bcen2424_1792	840		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1990141	1990980	-	ABK08543.1			protein of unknown function DUF152			Bcen2424_1792	840	279	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1990987	1992195	-							Bcen2424_1793	1209		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1990987	1992195	-	ABK08544.1			ribosomal large subunit pseudouridine synthase D			Bcen2424_1793	1209	402	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1992237	1993061	+							Bcen2424_1794	825		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1992237	1993061	+	ABK08545.1			DNA uptake lipoprotein-like protein			Bcen2424_1794	825	274	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1993182	1995431	-							Bcen2424_1795	2250		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1993182	1995431	-	ABK08546.1			helicase c2			Bcen2424_1795	2250	749	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1995487	1995702	-							Bcen2424_1796	216		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1995487	1995702	-	ABK08547.1			protein of unknown function DUF465			Bcen2424_1796	216	71	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1995779	1996531	-							Bcen2424_1797	753		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1995779	1996531	-	ABK08548.1			conserved hypothetical protein			Bcen2424_1797	753	250	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1996696	1999020	+							Bcen2424_1798	2325		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1996696	1999020	+	ABK08549.1			RNA binding S1 domain protein			Bcen2424_1798	2325	774	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1999109	2001025	-							Bcen2424_1799	1917		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1999109	2001025	-	ABK08550.1			potassium transporter			Bcen2424_1799	1917	638	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2001301	2001897	-							Bcen2424_1800	597		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2001301	2001897	-	ABK08551.1			phosphoribosyltransferase			Bcen2424_1800	597	198	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2001905	2003251	-							Bcen2424_1801	1347		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2001905	2003251	-	ABK08552.1			Adenylosuccinate synthetase			Bcen2424_1801	1347	448	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2003365	2004513	-							Bcen2424_1802	1149		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2003365	2004513	-	ABK08553.1			tRNA synthetase, class II (G, H, P and S)			Bcen2424_1802	1149	382	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2004626	2004817	-							Bcen2424_1803	192		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2004626	2004817	-	ABK08554.1			conserved hypothetical protein			Bcen2424_1803	192	63	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2004854	2005753	-							Bcen2424_1804	900		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2004854	2005753	-	ABK08555.1			protease FtsH subunit HflC			Bcen2424_1804	900	299	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2005769	2007157	-							Bcen2424_1805	1389		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2005769	2007157	-	ABK08556.1			protease FtsH subunit HflK			Bcen2424_1805	1389	462	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2007205	2008392	-							Bcen2424_1806	1188		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2007205	2008392	-	ABK08557.1			GTP-binding protein HflX			Bcen2424_1806	1188	395	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2008450	2008689	-							Bcen2424_1807	240		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2008450	2008689	-	ABK08558.1			RNA-binding protein Hfq			Bcen2424_1807	240	79	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2008831	2010168	-							Bcen2424_1808	1338		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2008831	2010168	-	ABK08559.1			small GTP-binding protein			Bcen2424_1808	1338	445	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2010416	2011561	-							Bcen2424_1809	1146		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2010416	2011561	-	ABK08560.1			Pyrrolo-quinoline quinone			Bcen2424_1809	1146	381	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2011603	2012232	-							Bcen2424_1810	630		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2011603	2012232	-	ABK08561.1			conserved hypothetical protein			Bcen2424_1810	630	209	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2012291	2013631	-							Bcen2424_1811	1341		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2012291	2013631	-	ABK08562.1			histidyl-tRNA synthetase			Bcen2424_1811	1341	446	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2013652	2014968	-							Bcen2424_1812	1317		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2013652	2014968	-	ABK08563.1			4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase			Bcen2424_1812	1317	438	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2015069	2016085	-							Bcen2424_1813	1017		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2015069	2016085	-	ABK08564.1			transcriptional regulator, XRE family			Bcen2424_1813	1017	338	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2016249	2017388	-							Bcen2424_1814	1140		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2016249	2017388	-	ABK08565.1			23S rRNA m(2)A-2503 methyltransferase			Bcen2424_1814	1140	379	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2017444	2017869	-							Bcen2424_1815	426		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2017444	2017869	-	ABK08566.1			nucleoside diphosphate kinase			Bcen2424_1815	426	141	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2018119	2018817	+							Bcen2424_1816	699		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2018119	2018817	+	ABK08567.1			protein of unknown function UPF0005			Bcen2424_1816	699	232	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2018880	2020277	-							Bcen2424_1817	1398		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2018880	2020277	-	ABK08568.1			23S rRNA m(5)U-1939 methyltransferase			Bcen2424_1817	1398	465	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2020506	2021360	+							Bcen2424_1818	855		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2020506	2021360	+	ABK08569.1			Endonuclease/exonuclease/phosphatase			Bcen2424_1818	855	284	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2021391	2022167	-							Bcen2424_1819	777		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2021391	2022167	-	ABK08570.1			3'-5' exonuclease			Bcen2424_1819	777	258	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2022171	2023259	-							Bcen2424_1820	1089		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2022171	2023259	-	ABK08571.1			RNA polymerase, sigma 38 subunit, RpoS			Bcen2424_1820	1089	362	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2023271	2024161	-							Bcen2424_1821	891		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2023271	2024161	-	ABK08572.1			peptidase M23B			Bcen2424_1821	891	296	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2024167	2025099	-							Bcen2424_1822	933		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2024167	2025099	-	ABK08573.1			protein-L-isoaspartate O-methyltransferase			Bcen2424_1822	933	310	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2025096	2025857	-							Bcen2424_1823	762		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2025096	2025857	-	ABK08574.1			5'-nucleotidase			Bcen2424_1823	762	253	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2026078	2027283	-							Bcen2424_1824	1206		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2026078	2027283	-	ABK08575.1			L-carnitine dehydratase/bile acid-inducible protein F			Bcen2424_1824	1206	401	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2027332	2027928	-							Bcen2424_1825	597		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2027332	2027928	-	ABK08576.1			recombination protein RecR			Bcen2424_1825	597	198	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2027960	2028286	-							Bcen2424_1826	327		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2027960	2028286	-	ABK08577.1			conserved hypothetical protein 103			Bcen2424_1826	327	108	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2028382	2030745	-							Bcen2424_1827	2364		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2028382	2030745	-	ABK08578.1			DNA polymerase III, subunits gamma and tau			Bcen2424_1827	2364	787	
gene	misc_RNA	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2030869	2030971	-							Bcen2424_R0046	103		
misc_RNA		GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2030869	2030971	-				SRP RNA			Bcen2424_R0046	103		
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2031362	2031688	+							Bcen2424_1828	327		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2031362	2031688	+	ABK08579.1			thioredoxin			Bcen2424_1828	327	108	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2031883	2033145	+							Bcen2424_1829	1263		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2031883	2033145	+	ABK08580.1			transcription termination factor Rho			Bcen2424_1829	1263	420	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2033274	2033774	+							Bcen2424_1830	501		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2033274	2033774	+	ABK08581.1			transcriptional regulator, MerR family			Bcen2424_1830	501	166	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2033771	2035327	+							Bcen2424_1831	1557		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2033771	2035327	+	ABK08582.1			major facilitator superfamily MFS_1			Bcen2424_1831	1557	518	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2035366	2036199	+							Bcen2424_1832	834		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2035366	2036199	+	ABK08583.1			protein of unknown function DUF980			Bcen2424_1832	834	277	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2036357	2036623	+							Bcen2424_1833	267		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2036357	2036623	+	ABK08584.1			LSU ribosomal protein L31P			Bcen2424_1833	267	88	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2036768	2038600	+							Bcen2424_1834	1833		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2036768	2038600	+	ABK08585.1			4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family-like protein			Bcen2424_1834	1833	610	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2038603	2039955	+							Bcen2424_1835	1353		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2038603	2039955	+	ABK08586.1			MATE efflux family protein			Bcen2424_1835	1353	450	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2039967	2040932	-							Bcen2424_1836	966		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2039967	2040932	-	ABK08587.1			lipoic acid synthetase			Bcen2424_1836	966	321	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2040935	2042050	-							Bcen2424_1837	1116		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2040935	2042050	-	ABK08588.1			alpha/beta hydrolase fold protein			Bcen2424_1837	1116	371	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2042055	2043059	-							Bcen2424_1838	1005		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2042055	2043059	-	ABK08589.1			Transketolase, central region			Bcen2424_1838	1005	334	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2043114	2044097	-							Bcen2424_1839	984		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2043114	2044097	-	ABK08590.1			Pyruvate dehydrogenase (acetyl-transferring)			Bcen2424_1839	984	327	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2044174	2044950	-							Bcen2424_1840	777		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2044174	2044950	-	ABK08591.1			short-chain dehydrogenase/reductase SDR			Bcen2424_1840	777	258	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2045017	2046123	-							Bcen2424_1841	1107		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2045017	2046123	-	ABK08592.1			ATP-NAD/AcoX kinase			Bcen2424_1841	1107	368	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2046611	2048530	+							Bcen2424_1842	1920		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2046611	2048530	+	ABK08593.1			GAF modulated sigma54 specific transcriptional regulator, Fis family			Bcen2424_1842	1920	639	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2048550	2048984	-							Bcen2424_1843	435		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2048550	2048984	-	ABK08594.1			Carboxymuconolactone decarboxylase			Bcen2424_1843	435	144	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2048968	2049429	-							Bcen2424_1844	462		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2048968	2049429	-	ABK08595.1			transcriptional regulator, MerR family			Bcen2424_1844	462	153	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2049726	2050337	+							Bcen2424_1845	612		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2049726	2050337	+	ABK08596.1			conserved hypothetical protein			Bcen2424_1845	612	203	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2050426	2050857	+							Bcen2424_1846	432		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2050426	2050857	+	ABK08597.1			protein of unknown function DUF937			Bcen2424_1846	432	143	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2050984	2053581	-							Bcen2424_1847	2598		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2050984	2053581	-	ABK08598.1			ATPase AAA-2 domain protein			Bcen2424_1847	2598	865	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2053735	2054250	-							Bcen2424_1848	516		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2053735	2054250	-	ABK08599.1			transcriptional regulator, BadM/Rrf2 family			Bcen2424_1848	516	171	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2054494	2055054	+							Bcen2424_1849	561		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2054494	2055054	+	ABK08600.1			globin			Bcen2424_1849	561	186	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2055122	2055598	-							Bcen2424_1850	477		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2055122	2055598	-	ABK08601.1			molybdopterin synthase subunit MoaE			Bcen2424_1850	477	158	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2055609	2055866	-							Bcen2424_1851	258		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2055609	2055866	-	ABK08602.1			molybdopterin synthase subunit MoaD			Bcen2424_1851	258	85	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2055886	2057133	-							Bcen2424_1852	1248		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2055886	2057133	-	ABK08603.1			molybdenum cofactor synthesis domain protein			Bcen2424_1852	1248	415	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2057381	2058832	-							Bcen2424_1853	1452		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2057381	2058832	-	ABK08604.1			L-threonine synthase			Bcen2424_1853	1452	483	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2058843	2060171	-							Bcen2424_1854	1329		
CDS	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2058843	2060171	-	ABK08605.1			homoserine dehydrogenase			Bcen2424_1854	1329	442	
gene	protein_coding	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2060225	2061463	-							Bcen2424_1855	1239		
