"locusTag","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","abs_log2","abs_stat","name","chromosome","mutant","comparedTo"
"Bcen2424_5494",383.05510912956,-0.580613693539721,0.137520056045127,-4.22202920968264,2.4211272446713e-05,0.00324622215670783,0.580613693539721,4.22202920968264,"copper-translocating P-type ATPase","2","A244T","S3C"
"Bcen2424_1466",4888.96722533393,0.806918671668112,0.191714183937619,4.20896698979075,2.56540860792486e-05,0.00324622215670783,0.806918671668112,4.20896698979075,"CoA transferase subunit B","1","A244T","S3C"
"Bcen2424_2907",725.294844016064,0.616461340443391,0.146523230001264,4.20726010775268,2.58485564372672e-05,0.00324622215670783,0.616461340443391,4.20726010775268,"D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase","1","A244T","S3C"
"Bcen2424_3188",2065.11439655201,-2.18837634858632,0.521445171639212,-4.19675254007426,2.70769505393059e-05,0.00328714179547174,2.18837634858632,4.19675254007426,"SRPBCC family protein","2","A244T","S3C"
"Bcen2424_2057",163.952722192188,0.776667848904402,0.186588607040244,4.1624612629049,3.1483556395302e-05,0.00369881007715128,0.776667848904402,4.1624612629049,"patatin-like phospholipase family protein","1","A244T","S3C"
"Bcen2424_0786",337.756502645067,-0.968038790842997,0.233594335329844,-4.14410216530332,3.41147638764541e-05,0.00381002890687277,0.968038790842997,4.14410216530332,"adenylyl-sulfate kinase","1","A244T","S3C"
"Bcen2424_3178",2606.58713716944,-1.74890248993431,0.422299621384811,-4.14137830434062,3.45225024510712e-05,0.00381002890687277,1.74890248993431,4.14137830434062,"hypothetical protein","2","A244T","S3C"
"Bcen2424_2984",477.595328063824,-0.625627079326318,0.151868764653411,-4.11952438511039,3.79655246093273e-05,0.00402381833844442,0.625627079326318,4.11952438511039,"DNA-binding transcriptional regulator","1","A244T","S3C"
"Bcen2424_2258",365.134406288196,-1.00388207167036,0.244029721872117,-4.11376968333569,3.89249811569228e-05,0.00402381833844442,1.00388207167036,4.11376968333569,"SulP family inorganic anion transporter","1","A244T","S3C"
"Bcen2424_1719",228.191025923297,-0.884533977789748,0.215278579713494,-4.10878768787373,3.97741516155956e-05,0.00402381833844442,0.884533977789748,4.10878768787373,"deacylase","1","A244T","S3C"
"Bcen2424_0226",932.872411484154,1.39088309342777,0.339632452559033,4.09525969308253,4.21695430421941e-05,0.00415085069620733,1.39088309342777,4.09525969308253,"hypothetical protein","1","A244T","S3C"
"Bcen2424_4917",534.716548409031,-1.34885993843013,0.339432387854261,-3.97386927911333,7.07143832858151e-05,0.00677741536649838,1.34885993843013,3.97386927911333,"YodC family protein","2","A244T","S3C"
"Bcen2424_3706",679.926173103379,-1.1952242714644,0.302227944079118,-3.95471131931968,7.66271179990182e-05,0.00715579394236986,1.1952242714644,3.95471131931968,"ATP--cob(I)alamin adenosyltransferase","2","A244T","S3C"
"Bcen2424_2772",861.358940326385,-1.30932275264542,0.332565698313743,-3.93703487546754,8.24946215223462e-05,0.00751113528960962,1.30932275264542,3.93703487546754,"acetyl-CoA C-acetyltransferase","1","A244T","S3C"
"Bcen2424_3000",280.511577646185,-0.971705028597313,0.250135265713103,-3.88471823765876,0.000102448631527684,0.00910043697619086,0.971705028597313,3.88471823765876,"DUF3138 family protein","1","A244T","S3C"
"Bcen2424_1244",218.026660036141,1.2556491728153,0.325205461977372,3.86109496802568,0.00011288001461371,0.00978830983864596,1.2556491728153,3.86109496802568,"alpha-ketoacid dehydrogenase subunit beta","1","A244T","S3C"
"Bcen2424_5247",841.625347267047,-0.901325591874393,0.236187167744638,-3.81614971076199,0.000135550278947152,0.0114807933936169,0.901325591874393,3.81614971076199,"hypothetical protein","2","A244T","S3C"
"Bcen2424_0529",287.224443364575,0.602627977310346,0.158637549388616,3.79877260858388,0.000145414427869543,0.0117620697400757,0.602627977310346,3.79877260858388,"uracil-DNA glycosylase","1","A244T","S3C"
"Bcen2424_2771",1206.81974586291,-1.92771044212792,0.509921449752775,-3.7804066549123,0.000156572414333765,0.0117620697400757,1.92771044212792,3.7804066549123,"acetoacetyl-CoA reductase","1","A244T","S3C"
"BCEN2424_RS34435",330.093452023894,-0.818629677736777,0.216694524482423,-3.77780509079351,0.000158216624161633,0.0117620697400757,0.818629677736777,3.77780509079351,"cytochrome bd-I oxidase subunit CydX","1","A244T","S3C"
"Bcen2424_0248",3342.6699090642,-1.53130828811809,0.405445762528581,-3.77685113433673,0.000158823593709823,0.0117620697400757,1.53130828811809,3.77685113433673,"aquaporin Z","1","A244T","S3C"
"Bcen2424_5702",1468.03115155309,1.12077763668194,0.296762133724241,3.77668681181338,0.000158928367443289,0.0117620697400757,1.12077763668194,3.77668681181338,"L-threonine 3-dehydrogenase","2","A244T","S3C"
"Bcen2424_1245",327.474422203706,1.15482513461761,0.306098356624953,3.77272569297902,0.00016147378692202,0.0117620697400757,1.15482513461761,3.77272569297902,"2-oxo acid dehydrogenase subunit E2","1","A244T","S3C"
"Bcen2424_0492",459.990410202667,-1.01461029980435,0.268933445505848,-3.77271892640921,0.000161478167766004,0.0117620697400757,1.01461029980435,3.77271892640921,"peptidase M1","1","A244T","S3C"
"Bcen2424_2990",435.574649322335,-0.705545381042755,0.187538067664821,-3.76214487985313,0.000168462409141973,0.0120301979234327,0.705545381042755,3.76214487985313,"aldehyde dehydrogenase","1","A244T","S3C"
"Bcen2424_1222",697.483810068984,-1.96122649619117,0.522345409797748,-3.75465440952291,0.000173580811016093,0.0120814681752381,1.96122649619117,3.75465440952291,"glycine zipper 2TM domain-containing protein","1","A244T","S3C"
"Bcen2424_2337",139.337223403401,0.749488882359799,0.199817118104097,3.7508742467667,0.00017621906869904,0.0120814681752381,0.749488882359799,3.7508742467667,"sodium:solute symporter family protein","1","A244T","S3C"
"Bcen2424_3818",1554.96961066358,-0.934436141336709,0.249398341668963,-3.74676164678362,0.000179132147573547,0.0120814681752381,0.934436141336709,3.74676164678362,"transposase","2","A244T","S3C"
"Bcen2424_1300",1121.82643802,0.784302920991102,0.212023922649315,3.69912466098615,0.000216344325902462,0.0143259279079412,0.784302920991102,3.69912466098615,"phosphate ABC transporter substrate-binding protein PstS","1","A244T","S3C"
"Bcen2424_0810",1148.69271298102,0.69340429420402,0.188166023574935,3.68506641650892,0.000228643009433363,0.0148699614349341,0.69340429420402,3.68506641650892,"membrane protein","1","A244T","S3C"
"Bcen2424_0582",7339.0809290755,0.756986167598171,0.205808131467893,3.67811593351093,0.000234963163335331,0.0150129094888996,0.756986167598171,3.67811593351093,"50S ribosomal protein L27","1","A244T","S3C"
"Bcen2424_2995",216.084058206439,-1.77595740959875,0.484252822920211,-3.66741777340423,0.000245012303525831,0.0152492644202403,1.77595740959875,3.66741777340423,"aspartate aminotransferase family protein","1","A244T","S3C"
"Bcen2424_1870",1459.98856595995,0.353297598960401,0.0963894797985412,3.66531285051865,0.000247036408784782,0.0152492644202403,0.353297598960401,3.66531285051865,"replicative DNA helicase","1","A244T","S3C"
"Bcen2424_2991",187.510147242436,-0.667896521388891,0.183407937717567,-3.64159005166612,0.000270959310954941,0.0164472301749649,0.667896521388891,3.64159005166612,"cupin domain-containing protein","1","A244T","S3C"
"Bcen2424_2996",330.594398206569,-1.91273282731477,0.526747413004851,-3.6312144684366,0.000282090637392132,0.0168421983833139,1.91273282731477,3.6312144684366,"polyamine ABC transporter substrate-binding protein","1","A244T","S3C"
"Bcen2424_1465",10454.7824387541,0.785675747137026,0.21736166239544,3.61460129849241,0.000300810185792667,0.0176701725267241,0.785675747137026,3.61460129849241,"CoA transferase subunit A","1","A244T","S3C"
"Bcen2424_4277",156.371827722173,-1.47641645540124,0.409767846232022,-3.60305589854712,0.000314497861741236,0.0181809716263743,1.47641645540124,3.60305589854712,"hypothetical protein","2","A244T","S3C"
"Bcen2424_3475",398.901439163155,-0.678454993298097,0.188839555763163,-3.59275889289315,0.000327195309660974,0.0186194580903948,0.678454993298097,3.59275889289315,"FAD-binding oxidoreductase","2","A244T","S3C"
"Bcen2424_0968",8250.512640272,0.984534828165883,0.274540690398675,3.5861162392219,0.000335639395436362,0.0188061335104497,0.984534828165883,3.5861162392219,"carbohydrate ABC transporter substrate-binding protein","1","A244T","S3C"
"Bcen2424_1246",236.559446764871,1.11984189667508,0.313924441977503,3.5672338529006,0.000360769498742994,0.0199079168851816,1.11984189667508,3.5672338529006,"dihydrolipoyl dehydrogenase","1","A244T","S3C"
"Bcen2424_5731",992.602009604303,0.633483071302792,0.17878619951546,3.5432436788725,0.000395237314665032,0.0214843925374634,0.633483071302792,3.5432436788725,"type VI secretion system tip protein VgrG","2","A244T","S3C"
"Bcen2424_3445",157.586989562435,-0.637745695258933,0.180862925942476,-3.52612726978536,0.000421684272264726,0.0225849135233549,0.637745695258933,3.52612726978536,"glutamine--fructose-6-phosphate transaminase (isomerizing)","2","A244T","S3C"
"Bcen2424_1572",5882.09054194669,-1.45917604454969,0.414461375798741,-3.52065627765096,0.000430480239462962,0.0227218700307842,1.45917604454969,3.52065627765096,"curculin (mannose-binding) lectin","1","A244T","S3C"
"Bcen2424_1967",496.005871270821,0.618039320066177,0.176455626828188,3.50251976191131,0.000460879593508271,0.0237262235163193,0.618039320066177,3.50251976191131,"muramoyltetrapeptide carboxypeptidase","1","A244T","S3C"
"Bcen2424_1648",1890.58887120994,0.424980719500578,0.121579614334915,3.49549323564956,0.000473186446596325,0.0237262235163193,0.424980719500578,3.49549323564956,"hypothetical protein","1","A244T","S3C"
"Bcen2424_1114",269.304799241111,0.820969558312269,0.234945640342256,3.49429577461547,0.000475314109833486,0.0237262235163193,0.820969558312269,3.49429577461547,"Rieske 2Fe-2S domain-containing protein","1","A244T","S3C"
"Bcen2424_0333",53985.963410556,0.514429756321264,0.147225844368712,3.49415388668397,0.000475566808536878,0.0237262235163193,0.514429756321264,3.49415388668397,"elongation factor Tu","1","A244T","S3C"
"Bcen2424_0966",1674.73497158262,0.792734519852503,0.228929820567437,3.46278400030014,0.000534617384023746,0.0263118447650606,0.792734519852503,3.46278400030014,"6-phosphogluconolactonase","1","A244T","S3C"
"Bcen2424_0358",13691.4872421043,0.770929561871883,0.223009780318604,3.45693162322519,0.000546363462754984,0.026531409751382,0.770929561871883,3.45693162322519,"50S ribosomal protein L14","1","A244T","S3C"
"Bcen2424_0497",360.584775569958,0.383021214534117,0.111143095838602,3.44619889921303,0.000568531740185447,0.02724463944415,0.383021214534117,3.44619889921303,"SAM-dependent methyltransferase","1","A244T","S3C"
"Bcen2424_3109",457.607508802337,0.66158794128204,0.192634769443016,3.43441603608194,0.000593832010264462,0.0276513090984455,0.66158794128204,3.43441603608194,"Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC","1","A244T","S3C"
"Bcen2424_3181",637.124109240645,-1.62172651143958,0.472308058457243,-3.43362024509347,0.000595577971423108,0.0276513090984455,1.62172651143958,3.43362024509347,"AraC family transcriptional regulator","2","A244T","S3C"
"BCEN2424_RS37005",246.756268323496,-0.853912132048252,0.248953896247223,-3.43000107618432,0.000603578855293361,0.0276513090984455,0.853912132048252,3.43000107618432,"tRNA-Phe","2","A244T","S3C"
"Bcen2424_0534",1416.82094386836,0.521078112507436,0.152163198224879,3.42446871902196,0.000616002755872474,0.0276513090984455,0.521078112507436,3.42446871902196,"anthranilate synthase component I","1","A244T","S3C"
"Bcen2424_5428",960.74917199698,-0.742042091769553,0.216920071748823,-3.42080880661325,0.000624352083993027,0.0276513090984455,0.742042091769553,3.42080880661325,"DUF2866 domain-containing protein","2","A244T","S3C"
"Bcen2424_1628",177.444254443583,-1.3201559834118,0.386156978516618,-3.41870290285324,0.000629203863586977,0.0276513090984455,1.3201559834118,3.41870290285324,"molecular chaperone","1","A244T","S3C"
"Bcen2424_1912",1643.23440330766,0.686902928498404,0.200949414235067,3.41828778706903,0.000630164375390164,0.0276513090984455,0.686902928498404,3.41828778706903,"peptidyl-prolyl cis-trans isomerase","1","A244T","S3C"
"Bcen2424_1541",416.306504654353,1.43614851287816,0.420713171484776,3.41360482679856,0.000641094902591156,0.0277960432766308,1.43614851287816,3.41360482679856,"ABC transporter substrate-binding protein","1","A244T","S3C"
"Bcen2424_3187",2272.81597142165,-2.23209260988701,0.654591093353247,-3.40990372852884,0.000649858145038763,0.0278445101674256,2.23209260988701,3.40990372852884,"non-ribosomal peptide synthetase","2","A244T","S3C"
"Bcen2424_1554",916.441166390351,0.686863097006708,0.201716153872293,3.40509713189139,0.000661405239273353,0.0280097428073669,0.686863097006708,3.40509713189139,"quinone-dependent dihydroorotate dehydrogenase","1","A244T","S3C"
"Bcen2424_3183",2024.51711980583,-2.27801003544587,0.669826288793163,-3.40089673033019,0.000671651960543641,0.0281167406931028,2.27801003544587,3.40089673033019,"condensation protein","2","A244T","S3C"
"Bcen2424_1623",271.147970003654,-0.878098281797134,0.259077263532328,-3.38932976913878,0.000700636961322842,0.028996816058384,0.878098281797134,3.38932976913878,"multidrug efflux RND transporter permease subunit","1","A244T","S3C"
"Bcen2424_1125",5525.06662425423,0.340823542529952,0.10071127636089,3.38416466204478,0.000713951719408407,0.0292158669897238,0.340823542529952,3.38416466204478,"beta-ketoacyl-ACP synthase II","1","A244T","S3C"
"Bcen2424_1893",634.187369651158,0.384874963933906,0.114508927864566,3.36109132371855,0.000776351516311627,0.0314163580267438,0.384874963933906,3.36109132371855,"dTMP kinase","1","A244T","S3C"
"Bcen2424_3479",25768.2941597909,-1.62725081976072,0.48460494099061,-3.35789151558042,0.000785394307318052,0.0314330337060697,1.62725081976072,3.35789151558042,"hypothetical protein","2","A244T","S3C"
"Bcen2424_3480",18465.6793204949,-1.595117883748,0.47607545462695,-3.35055686707883,0.000806492479931243,0.0319265827381477,1.595117883748,3.35055686707883,"molybdenum cofactor biosynthesis protein MoaA","2","A244T","S3C"
"Bcen2424_3819",292.804088039858,-0.81798867902951,0.244713844493474,-3.34263343670907,0.000829874451773774,0.0324989543372052,0.81798867902951,3.34263343670907,"mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase","2","A244T","S3C"
"Bcen2424_4683",795.947173898235,-0.752856082263678,0.225431112199156,-3.33962812372842,0.000838906435468997,0.0325031621061499,0.752856082263678,3.33962812372842,"NAD-glutamate dehydrogenase","2","A244T","S3C"
"Bcen2424_0581",12373.2985846498,0.810301772412472,0.243082034544988,3.33344985337658,0.000857761323352763,0.0326412936889658,0.810301772412472,3.33344985337658,"50S ribosomal protein L21","1","A244T","S3C"
"Bcen2424_5740",263.497779080057,-0.705575940251526,0.211719588318724,-3.332596411388,0.00086039653875363,0.0326412936889658,0.705575940251526,3.332596411388,"hypothetical protein","2","A244T","S3C"
"Bcen2424_2094",2310.56601941237,0.617886557609801,0.185817584801667,3.32523188410453,0.000883450252450745,0.0328916925821895,0.617886557609801,3.32523188410453,"outer membrane protein assembly factor BamC","1","A244T","S3C"
"Bcen2424_5700",816.361291281118,0.75300033322016,0.22648502768884,3.32472455642712,0.000885059273216521,0.0328916925821895,0.75300033322016,3.32472455642712,"helix-turn-helix domain-containing protein","2","A244T","S3C"
"BCEN2424_RS01645",1136.03832118636,0.855569326591144,0.25821581271149,3.31338858610913,0.000921728216970891,0.0337398117227025,0.855569326591144,3.31338858610913,"tRNA-Thr","1","A244T","S3C"
"Bcen2424_3153",482.373472907524,-0.374504067939601,0.113154232355599,-3.30967795144139,0.000934033716520758,0.0337398117227025,0.374504067939601,3.30967795144139,"lactoylglutathione lyase","1","A244T","S3C"
"Bcen2424_2860",2857.8409615276,0.308752814318355,0.093301710679113,3.3091870671078,0.000935672977482963,0.0337398117227025,0.308752814318355,3.3091870671078,"phosphoenolpyruvate--protein phosphotransferase","1","A244T","S3C"
"Bcen2424_4221",212.661201697335,-0.833958937953316,0.252411869686298,-3.3039608596449,0.000953291405627781,0.0338775175709164,0.833958937953316,3.3039608596449,"DUF3995 domain-containing protein","2","A244T","S3C"
"Bcen2424_0249",472.125949699012,-1.13829737960294,0.344672127329317,-3.30255129250806,0.00095809563695892,0.0338775175709164,1.13829737960294,3.30255129250806,"H-NS histone family protein","1","A244T","S3C"
"Bcen2424_5268",249.507425114946,0.802153417465567,0.243407920584769,3.29551074401546,0.000982429467561021,0.0344039242390119,0.802153417465567,3.29551074401546,"group II intron reverse transcriptase/maturase","2","A244T","S3C"
"Bcen2424_0208",801.788259063636,-0.606936515411394,0.184467425505499,-3.29020971452383,0.00100112738688821,0.0347248185052082,0.606936515411394,3.29020971452383,"hypothetical protein","1","A244T","S3C"
"Bcen2424_2551",4212.23587523392,0.642726878644912,0.195899061641402,3.28090840895113,0.00103473339401714,0.0355060382584304,0.642726878644912,3.28090840895113,"30S ribosomal protein S20","1","A244T","S3C"
"Bcen2424_2404",1124.97202139861,0.488131440940356,0.148883057127103,3.27862317149783,0.00104314829589568,0.0355060382584304,0.488131440940356,3.27862317149783,"ABC transporter substrate-binding protein","1","A244T","S3C"
"Bcen2424_2831",953.211369369905,0.475441257875732,0.145645991605407,3.26436211965123,0.00109710846981253,0.0369969356209005,0.475441257875732,3.26436211965123,"ABC transporter substrate-binding protein","1","A244T","S3C"
"Bcen2424_4569",212.189180313301,0.47168328324365,0.144857710437143,3.25618347701501,0.0011292075573541,0.0377300359989325,0.47168328324365,3.25618347701501,"D-alanyl-D-alanine endopeptidase","2","A244T","S3C"
"Bcen2424_3189",303.803553438075,-1.21549306494312,0.375651845038434,-3.2356903899108,0.00121348928709952,0.0401775271237859,1.21549306494312,3.2356903899108,"LysR family transcriptional regulator","2","A244T","S3C"
"Bcen2424_0965",2506.40901279019,0.746813297554609,0.231599691049915,3.22458676075545,0.00126154623805603,0.0404122995662545,0.746813297554609,3.22458676075545,"bifunctional transcriptional regulator/glucokinase","1","A244T","S3C"
"Bcen2424_1833",4443.83058077702,0.857755862093734,0.266039136216637,3.22417173011439,0.0012633761179024,0.0404122995662545,0.857755862093734,3.22417173011439,"type B 50S ribosomal protein L31","1","A244T","S3C"
"Bcen2424_5616",513.762572136226,0.725889845285602,0.225147653555744,3.22406133851126,0.0012638632494915,0.0404122995662545,0.725889845285602,3.22406133851126,"histidine utilization repressor","2","A244T","S3C"
"Bcen2424_1325",372.611522700565,-0.852893025180011,0.264560423912729,-3.22381183310077,0.00126496489581357,0.0404122995662545,0.852893025180011,3.22381183310077,"hypothetical protein","1","A244T","S3C"
"Bcen2424_0080",1815.80516696258,-0.589412023815063,0.183137429564414,-3.21841376291542,0.00128901725284795,0.0408226159554107,0.589412023815063,3.21841376291542,"class IV adenylate cyclase","1","A244T","S3C"
"Bcen2424_4985",1847.86966981023,-1.58693549602718,0.493950529607792,-3.21274176441768,0.00131474442700759,0.0412784414065659,1.58693549602718,3.21274176441768,"hypothetical protein","2","A244T","S3C"
"Bcen2424_0359",9298.50204721421,0.839809280823828,0.26170222851791,3.20902609649101,0.0013318540307508,0.0414582254700377,0.839809280823828,3.20902609649101,"50S ribosomal protein L24","1","A244T","S3C"
"Bcen2424_1874",8977.04628073038,0.774652401229925,0.242125695416064,3.1993812135419,0.00137722928171038,0.0425073647795694,0.774652401229925,3.1993812135419,"30S ribosomal protein S6","1","A244T","S3C"
"Bcen2424_5626",352.808632608978,-0.504215682553095,0.157725548992305,-3.19679142519703,0.0013896537105749,0.0425304102009561,0.504215682553095,3.19679142519703,"GNAT family N-acetyltransferase","2","A244T","S3C"
"Bcen2424_2973",734.883212164883,0.536841269456374,0.168554650370937,3.18496860380268,0.00144769713616923,0.0439376080827362,0.536841269456374,3.18496860380268,"AGE family epimerase/isomerase","1","A244T","S3C"
"Bcen2424_1542",229.149773295062,1.39681148553062,0.439531561775762,3.17795491155933,0.00148317813958111,0.0439847834418989,1.39681148553062,3.17795491155933,"ribose ABC transporter permease","1","A244T","S3C"
"Bcen2424_0537",760.698517130992,0.334255871332857,0.105185720465752,3.17776852079165,0.00148413189452603,0.0439847834418989,0.334255871332857,3.17776852079165,"Co2+/Mg2+ efflux protein ApaG","1","A244T","S3C"
"Bcen2424_1547",560.133878166766,0.336853870737769,0.106012076177672,3.17750470402274,0.00148548280157978,0.0439847834418989,0.336853870737769,3.17750470402274,"23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB","1","A244T","S3C"
"Bcen2424_0952",838.195800826307,0.378843522852641,0.119396928175456,3.1729754579274,0.00150885278418363,0.044316466451587,0.378843522852641,3.1729754579274,"UbiD family decarboxylase","1","A244T","S3C"
"Bcen2424_5529",348.761005563742,-0.548229169979609,0.173105567109756,-3.16702217688938,0.00154008573147017,0.0445197425444736,0.548229169979609,3.16702217688938,"sigma-54-dependent Fis family transcriptional regulator","2","A244T","S3C"
"Bcen2424_3481",3127.94410714848,-1.36471085341239,0.431030232482235,-3.16616040028847,0.00154465592158933,0.0445197425444736,1.36471085341239,3.16616040028847,"GNAT family N-acetyltransferase","2","A244T","S3C"
"Bcen2424_1518",574.369598141083,-0.79195732142526,0.250343551264135,-3.16348201272289,0.00155893984896713,0.0445197425444736,0.79195732142526,3.16348201272289,"prepilin peptidase","1","A244T","S3C"
"Bcen2424_0832",1279.65110385894,-0.458674461247687,0.145039349143514,-3.16241395149833,0.0015646696995312,0.0445197425444736,0.458674461247687,3.16241395149833,"xanthine dehydrogenase small subunit","1","A244T","S3C"
"Bcen2424_2799",5227.68150878753,0.341367528132486,0.108190301531765,3.15525073226883,0.00160360229122024,0.0451672361491036,0.341367528132486,3.15525073226883,"tetratricopeptide repeat protein","1","A244T","S3C"
"Bcen2424_5752",919.894839172365,-0.77592905376886,0.246038852904202,-3.1536850566889,0.00161222973623928,0.0451672361491036,0.77592905376886,3.1536850566889,"hypothetical protein","2","A244T","S3C"
"Bcen2424_3744",137.537187461675,-0.590862954061439,0.187513027580029,-3.15105015201818,0.00162684553073147,0.0452287894879696,0.590862954061439,3.15105015201818,"TIGR02594 family protein","2","A244T","S3C"
"Bcen2424_1129",2781.82273427726,0.863369464747288,0.274526081918718,3.14494513130783,0.00166117982498096,0.0456178974406159,0.863369464747288,3.14494513130783,"sugar dehydratase","1","A244T","S3C"
"Bcen2424_0809",885.436572450874,0.620559590063357,0.197445535611751,3.14294059949576,0.00167259778512181,0.0456178974406159,0.620559590063357,3.14294059949576,"DUF3318 domain-containing protein","1","A244T","S3C"
"Bcen2424_3184",1277.93893933613,-2.66326964456071,0.848038854145908,-3.14050427234609,0.00168657247498744,0.0456178974406159,2.66326964456071,3.14050427234609,"DUF3050 domain-containing protein","2","A244T","S3C"
"Bcen2424_0001",1754.61997646276,0.437584505177791,0.139394967401285,3.1391700384569,0.0016942710339494,0.0456178974406159,0.437584505177791,3.1391700384569,"chromosomal replication initiator protein DnaA","1","A244T","S3C"
"Bcen2424_1792",1096.11160153281,0.522513058515956,0.16653360850998,3.13758323734781,0.00170346898734864,0.0456178974406159,0.522513058515956,3.13758323734781,"peptidoglycan editing factor PgeF","1","A244T","S3C"
"Bcen2424_1359",839.869411395298,1.11181499537618,0.355020168375882,3.1316953075157,0.00173800143713181,0.046202928715577,1.11181499537618,3.1316953075157,"sigma-70 family RNA polymerase sigma factor","1","A244T","S3C"
"Bcen2424_2327",191.552993640452,0.539037010432046,0.172455361803661,3.12566106843192,0.00177405888428585,0.0462456317495573,0.539037010432046,3.12566106843192,"endonuclease III","1","A244T","S3C"
"Bcen2424_1507",7795.56745441276,0.605720857759189,0.193807501666327,3.1253736442155,0.00177579341784562,0.0462456317495573,0.605720857759189,3.1253736442155,"translational GTPase TypA","1","A244T","S3C"
"Bcen2424_3182",2380.3405049644,-2.08566827022627,0.667579946891092,-3.12422246944233,0.00178275610806292,0.0462456317495573,2.08566827022627,3.12422246944233,"aspartate aminotransferase family protein","2","A244T","S3C"
"Bcen2424_3765",660.305627476649,-0.535899894471917,0.171599792150875,-3.12296354065943,0.0017903992522481,0.0462456317495573,0.535899894471917,3.12296354065943,"DUF2471 domain-containing protein","2","A244T","S3C"
"Bcen2424_3041",994.009688687735,-0.537276469062756,0.172623888324546,-3.11241088517619,0.00185566028654764,0.0467494652517049,0.537276469062756,3.11241088517619,"ABC transporter ATP-binding protein","1","A244T","S3C"
"Bcen2424_0984",2748.23450826638,0.48218682328854,0.154939765017431,3.11209212970146,0.0018576651545679,0.0467494652517049,0.48218682328854,3.11209212970146,"septum site-determining protein MinD","1","A244T","S3C"
"Bcen2424_5530",2089.97361265591,0.664849299741351,0.213662018471958,3.11168688050473,0.00186021691309318,0.0467494652517049,0.664849299741351,3.11168688050473,"GntP family permease","2","A244T","S3C"
"Bcen2424_0317",3854.36764525411,0.629930209751169,0.202450766917468,3.1115229610761,0.00186124998942812,0.0467494652517049,0.629930209751169,3.1115229610761,"orotate phosphoribosyltransferase","1","A244T","S3C"
"Bcen2424_3385",212.271334745752,-1.11207291835301,0.358043827848944,-3.10596868834222,0.00189656797200665,0.0473102777674536,1.11207291835301,3.10596868834222,"DUF3304 domain-containing protein","2","A244T","S3C"
"Bcen2424_0334",5199.06423965942,0.534111188696321,0.172175457766052,3.10213311250236,0.00192131543060096,0.0474058731565358,0.534111188696321,3.10213311250236,"preprotein translocase subunit SecE","1","A244T","S3C"
"Bcen2424_2565",256.175697329416,0.591401691740596,0.190837703281713,3.09897720193988,0.00194189962302236,0.0474058731565358,0.591401691740596,3.09897720193988,"pirin family protein","1","A244T","S3C"
"Bcen2424_0675",366.720966351224,0.510038246684561,0.16462721706065,3.09814048849929,0.00194739087944868,0.0474058731565358,0.510038246684561,3.09814048849929,"dihydroorotase","1","A244T","S3C"
"Bcen2424_1453",1484.86130681162,0.548282873413623,0.177015671400582,3.0973691146976,0.00195246594549159,0.0474058731565358,0.548282873413623,3.0973691146976,"FAD-binding oxidoreductase","1","A244T","S3C"
"Bcen2424_1723",301.792627762698,-0.935486370417044,0.302634042145829,-3.09114719475697,0.00199384767735606,0.0480900214631177,0.935486370417044,3.09114719475697,"NAD(P)H-binding protein","1","A244T","S3C"
"Bcen2424_3111",527.820547157482,0.511755778558362,0.165847831636278,3.08569472093368,0.00203077205282504,0.0486583672130841,0.511755778558362,3.08569472093368,"rod shape-determining protein MreC","1","A244T","S3C"
"Bcen2424_2153",435.804934714414,0.409024716367927,0.132706415218615,3.08217741918594,0.00205492319364691,0.0489152305311245,0.409024716367927,3.08217741918594,"sterol desaturase family protein","1","A244T","S3C"
"Bcen2424_2247",1056.07529007708,0.56314242853134,0.182879770136444,3.07930411390603,0.00207484765208812,0.0490687996682139,0.56314242853134,3.07930411390603,"NADH-quinone oxidoreductase subunit C","1","A244T","S3C"
"Bcen2424_2737",1202.01680715321,0.327372083339651,0.106552153041389,3.07241171572091,0.0021233663287438,0.0497570448398381,0.327372083339651,3.07241171572091,"NADPH-dependent 7-cyano-7-deazaguanine reductase QueF","1","A244T","S3C"
"Bcen2424_3186",1164.15752272226,-2.61299824261812,0.85077863878938,-3.07130212664519,0.00213127374931761,0.0497570448398381,2.61299824261812,3.07130212664519,"hypothetical protein","2","A244T","S3C"
"Bcen2424_3476",576.534301299042,-0.747164748833224,0.24351521826632,-3.06824663424562,0.00215318829466704,0.0497724005405168,0.747164748833224,3.06824663424562,"serine hydrolase","2","A244T","S3C"
"Bcen2424_0976",2099.72816757739,0.445583048819055,0.145401069025664,3.0645101291546,0.00218026791239154,0.0497724005405168,0.445583048819055,3.0645101291546,"outer membrane lipoprotein chaperone LolA","1","A244T","S3C"
"Bcen2424_3719",434.954172150842,-0.854476356154218,0.27888990705845,-3.06384825885842,0.00218509711490772,0.0497724005405168,0.854476356154218,3.06384825885842,"hypothetical protein","2","A244T","S3C"
"Bcen2424_5694",1770.0737220516,0.849557537514046,0.27730304241446,3.06364304595075,0.00218659639936373,0.0497724005405168,0.849557537514046,3.06364304595075,"ParB/RepB/Spo0J family partition protein","2","A244T","S3C"
